순번,날짜,조식,중식,석식,갱신예정일자
"2005","20170309","시금치된장국","쇠고기감자국 기획참모부","마파두부 기획참모부","2017-03-01"
"2006","20170309","햄슬라이스야채볶음 기획참모부","낙지볶음","생선가스","2017-03-01"
"2007","20170309","맛김","계란찜","과일샐러드","2017-03-01"
"2008","20170309","배추김치","배추김치","배추김치","2017-03-01"
"2009","20170310","밥","잡곡밥","영양밥","2017-03-01"
"2010","20170310","오징어무국","명태매운탕","감자양파찌개 기획참모부","2017-03-01"
"2011","20170310","버섯호박볶음","쇠고기파프리카볶음","닭고기튀김양념","2017-03-01"
"2012","20170310","맛김","도라지오이무침","배추김치","2017-03-01"
"2013","20170310","배추김치","배추김치","","2017-03-01"
"2014","20170311","핫도그빵 기획참모부","밥","쇠고기국밥","2017-03-01"
"2015","20170311","","순두부찌개 기획참모부","생선묵볶음","2017-03-01"
"2016","20170311","","돼지고기부추볶음 기획참모부","무나물 기획참모부","2017-03-01"
"2017","20170311","","깻잎무침","배추김치","2017-03-01"
"2018","20170311","","배추김치","","2017-03-01"
"2019","20170312","떡만두국 기획참모부","자장밥 기획참모부","밥","2017-03-01"
"2020","20170312","오징어젓무침","짬뽕찌개 기획참모부","호박된장찌개 기획참모부","2017-03-01"
"2021","20170312","배추김치","단무지무침","두부김치 기획참모부","2017-03-01"
"2022","20170312","","배추김치","꽁치무조림","2017-03-01"
"2023","20170312","","","깍두기  기획참모부","2017-03-01"
"2024","20170313","밥","흑미밥","잡곡밥","2017-03-01"
"2025","20170313","조개살미역국 기획참모부","해물찌개","시금치된장국","2017-03-01"
"2026","20170313","비엔나소시지야채볶음 기획참모부","닭갈비","제육볶음 기획참모부","2017-03-01"
"2027","20170313","맛김","버섯강정","양배추쌈","2017-03-01"
"2028","20170313","배추김치","배추김치","깍두기  기획참모부","2017-03-01"
"2029","20170314","불고기버거 기획참모부","잡곡밥","밥","2017-03-01"
"2030","20170314","","버섯쇠고기찌개","닭고기육개장","2017-03-01"
"2031","20170314","","돼지고기김치볶음 기획참모부","오징어채볶음","2017-03-01"
"2032","20170314","","황태채무침","감자맛탕","2017-03-01"
"2033","20170314","","배추김치","깍두기  기획참모부","2017-03-01"
"2034","20170315","밥","흑미밥","잡곡밥","2017-03-01"
"2035","20170315","쇠고기감자국 기획참모부","북어채국 기획참모부","버섯된장찌개 기획참모부","2017-03-01"
"2036","20170315","참치김치볶음","김치잡채","돼지고기수육 기획참모부기획참모부","2017-03-01"
"2037","20170315","맛김","치킨너겟","무생채","2017-03-01"
"2038","20170315","깍두기  기획참모부","깍두기  기획참모부","배추쌈","2017-03-01"
"2039","20170315","","","배추김치","2017-03-01"
"2040","20170316","햄치즈버거 기획참모부","잡곡밥","밥","2017-03-01"
"2041","20170316","","김치찌개 기획참모부","생선묵국 기획참모부","2017-03-01"
"2042","20170316","","쇠고기불고기","떡볶이","2017-03-01"
"2043","20170316","","상추쌈","순두부양념장","2017-03-01"
"2044","20170316","","깍두기  기획참모부","깍두기  기획참모부","2017-03-01"
"2045","20170317","밥","잡곡밥","쇠고기덮밥","2017-03-01"
"2046","20170317","사골곰탕","호박된장찌개 기획참모부","순두부찌개 기획참모부","2017-03-01"
"2047","20170317","오징어채무침","돼지갈비찜","감자맛탕","2017-03-01"
"2048","20170317","배추김치","무생채","배추김치","2017-03-01"
"2049","20170317","","배추김치","","2017-03-01"
"2050","20170318","검은콩밥","밥","카레밥 기획참모부","2017-03-01"
"2051","20170318","쇠고기무국","두부맑은국","감자양파찌개 기획참모부","2017-03-01"
"2052","20170318","소시지야채볶음 기획참모부","꽈리고추멸치볶음","오이무침","2017-03-01"
"2053","20170318","맛김","닭고기매운조림","배추김치","2017-03-01"
"2054","20170318","배추김치","배추김치","","2017-03-01"
"2055","20170319","밥","검은콩밥","햄야채볶음밥 기획참모부","2017-03-01"
"2056","20170319","김치국","닭고기육개장","계란국 기획참모부","2017-03-01"
"2057","20170319","오징어채간장볶음","고등어순살조림","맛김","2017-03-01"
"2058","20170319","계란찜","시금치무침","배추김치","2017-03-01"
"2059","20170319","깍두기  기획참모부","배추김치","","2017-03-01"
"2060","20170320","밥","흑미밥","돼지고기부추덮밥 기획참모부","2017-03-01"
"2061","20170320","쇠고기미역국","햄소시지찌개 기획참모부","순두부찌개 기획참모부","2017-03-01"
"2062","20170320","맛김","꽈리고추멸치볶음","콩나물매운무침","2017-03-01"
"2063","20170320","감자조림","생선묵맛살조림","깍두기  기획참모부","2017-03-01"
"2064","20170320","배추김치","배추김치","","2017-03-01"
"2065","20170321","햄치즈버거 기획참모부","잡곡밥","고추참치덮밥","2017-03-01"
"2066","20170321","","버섯된장찌개 기획참모부","두부맑은국","2017-03-01"
"2067","20170321","","삼겹살구이 기획참모부","김자반","2017-03-01"
"2068","20170321","","모듬야채(쌈장)","깍두기  기획참모부","2017-03-01"
"2069","20170321","","배추김치","","2017-03-01"
"2070","20170322","밥","흑미밥","잡곡밥","2017-03-01"
"2071","20170322","꼬리곰탕1형","북어채국 기획참모부","돈가스 기획참모부","2017-03-01"
"2072","20170322","오이무침","오징어볶음","콩나물매운무침","2017-03-01"
"2073","20170322","깍두기  기획참모부","케이준샐러드","감자샐러드","2017-03-01"
"2074","20170322","","배추김치","배추김치","2017-03-01"
"2075","20170323","밥","비빔밥","잡곡밥","2017-03-01"
"2076","20170323","쇠고기육개장","냉이국","김치찌개 기획참모부","2017-03-01"
"2077","20170323","게맛살볶음","계란후라이","마파두부 기획참모부","2017-03-01"
"2078","20170323","맛김","배추김치","조기튀김","2017-03-01"
"2079","20170323","배추김치","","깍두기  기획참모부","2017-03-01"
"2080","20170324","밥","검은콩밥","밥","2017-03-01"
"2081","20170324","쇠고기미역국","닭볶음탕","호박된장찌개 기획참모부","2017-03-01"
"2082","20170324","계란찜","잡채 기획참모부","오리불고기","2017-03-01"
"2083","20170324","맛김","콩나물매운무침","양배추쌈","2017-03-01"
"2084","20170324","배추김치","배추김치","배추김치","2017-03-01"
"2085","20170325","떡만두국 기획참모부","쇠고기볶음밥","밥","2017-03-01"
"2086","20170325","오징어채무침","콩나물김치국","감자양파찌개 기획참모부","2017-03-01"
"2087","20170325","배추김치","맛김","제육볶음 기획참모부","2017-03-01"
"2088","20170325","","깍두기  기획참모부","시금치무침","2017-03-01"
"2089","20170325","","","배추김치","2017-03-01"
"2090","20170326","콩나물국밥","자장밥 기획참모부","비빔밥","2017-03-01"
"2091","20170326","느타리버섯볶음","짬뽕찌개 기획참모부","버섯된장찌개 기획참모부","2017-03-01"
"2092","20170326","무생채","새송이버섯야채볶음 기획참모부","계란후라이","2017-03-01"
"2093","20170326","배추김치","배추김치","깍두기  기획참모부","2017-03-01"
"2094","20170327","밥","흑미밥","밥","2017-03-01"
"2095","20170327","쇠고기미역국","김치찌개 기획참모부","콩나물국","2017-03-01"
"2096","20170327","비엔나소시지케찹볶음 기획참모부","닭갈비","미트볼케찹조림 기획참모부","2017-03-01"
"2097","20170327","맛김","삼치순살튀김","해물비빔소스 기획참모부","2017-03-01"
"2098","20170327","배추김치","깍두기  기획참모부","배추김치","2017-03-01"
"2099","20170328","밥","잡곡밥","밥","2017-03-01"
"2100","20170328","생선묵국 기획참모부","쇠고기육개장","순두부찌개 기획참모부","2017-03-01"
"2101","20170328","감자조림","두부김치 기획참모부","돼지고기콩나물볶음 기획참모부","2017-03-01"
"2102","20170328","스크램블에그","명태순살튀김","상추쌈","2017-03-01"
"2103","20170328","배추김치","깍두기  기획참모부","배추김치","2017-03-01"
"2104","20170329","밥","콩나물국밥","새우볶음밥","2017-03-01"
"2105","20170329","북어채국 기획참모부","파닭(파채닭튀김)","햄소시지찌개 기획참모부","2017-03-01"
"2106","20170329","돼지고기김치볶음 기획참모부","오징어젓무침","배추김치","2017-03-01"
"2107","20170329","맛김","배추김치","","2017-03-01"
"2108","20170329","깍두기  기획참모부","","","2017-03-01"
"2109","20170330","밥","잡곡밥","밥","2017-03-01"
"2110","20170330","콩나물국","갈비탕","돈가스 기획참모부","2017-03-01"
"2111","20170330","오징어채볶음","오징어야채무침","치킨샐러드","2017-03-01"
"2112","20170330","김자반","배추김치","오이양파장아찌","2017-03-01"
"2113","20170330","배추김치","","배추김치","2017-03-01"
"2114","20170331","감자밥","검은콩밥","밥","2017-03-01"
"2115","20170331","두부맑은국","닭고기육개장","김치찌개 기획참모부","2017-03-01"
"2116","20170331","스크램블에그","쭈꾸미볶음","고등어순살조림","2017-03-01"
"2117","20170331","배추김치","깻잎무침","콩나물무침","2017-03-01"
