순번,날짜,조식,중식,석식,갱신예정일자
"801","2016-06-09","잡곡밥","검은콩밥","카레밥","2016-07-01"
"802","2016-06-09","쇠고기무국","버섯된장찌개","돈가스","2016-07-01"
"803","2016-06-09","돼지고기가지볶음","오삼불고기","감자샐러드","2016-07-01"
"804","2016-06-09","오징어채무침","모듬야채","총각김치","2016-07-01"
"805","2016-06-09","배추김치(5~6월)","배추김치(5~6월)","","2016-07-01"
"806","2016-06-10","밥1","잡곡밥","밥","2016-07-01"
"807","2016-06-10","북어채국","쇠고기육개장","순두부찌개","2016-07-01"
"808","2016-06-10","스크램블에그","삼치순살조림","닭고기튀김양념","2016-07-01"
"809","2016-06-10","게맛살냉채","브로콜리/초고추장","무생채","2016-07-01"
"810","2016-06-10","배추김치(5~6월)","총각김치","배추김치(5~6월)","2016-07-01"
"811","2016-06-11","콩나물국밥","밥","밥","2016-07-01"
"812","2016-06-11","소시지야채볶음","버섯된장찌개","버섯쇠고기찌개","2016-07-01"
"813","2016-06-11","감자조림","제육볶음","고등어순살조림","2016-07-01"
"814","2016-06-11","총각김치","양배추쌈","가지무침","2016-07-01"
"815","2016-06-11","","배추김치(5~6월)","배추김치(5~6월)","2016-07-01"
"816","2016-06-12","밥1","햄야채볶음밥","밥","2016-07-01"
"817","2016-06-12","배추된장국","콩나물김치국","닭곰탕","2016-07-01"
"818","2016-06-12","생선묵볶음","맛김","새송이버섯야채볶음","2016-07-01"
"819","2016-06-12","계란찜","총각김치","오이무침","2016-07-01"
"820","2016-06-12","총각김치","","배추김치(5~6월)","2016-07-01"
"821","2016-06-13","밥1","밥","잡곡밥","2016-07-01"
"822","2016-06-13","쇠고기미역국","햄소시지찌개","순두부찌개","2016-07-01"
"823","2016-06-13","꽈리고추멸치볶음","잡채","닭강정","2016-07-01"
"824","2016-06-13","콩나물매운무침","갑오징어숙회","감자조림","2016-07-01"
"825","2016-06-13","배추김치(5~6월)","총각김치","배추김치(5~6월)","2016-07-01"
"826","2016-06-14","새우버거","흑미밥","비빔밥","2016-07-01"
"827","2016-06-14","","아귀탕","생선묵국","2016-07-01"
"828","2016-06-14","","미트볼케찹조림","계란후라이","2016-07-01"
"829","2016-06-14","","콩나물무침","배추김치(5~6월)","2016-07-01"
"830","2016-06-14","","총각김치","","2016-07-01"
"831","2016-06-15","밥1","흑미밥","잡곡밥","2016-07-01"
"832","2016-06-15","쇠고기육개장","오징어무국","콩나물김치국","2016-07-01"
"833","2016-06-15","감자채볶음","깐풍기","돼지고기수육","2016-07-01"
"834","2016-06-15","맛김","도라지오이무침","상추쌈","2016-07-01"
"835","2016-06-15","배추김치(5~6월)","배추김치(5~6월)","총각김치","2016-07-01"
"836","2016-06-16","햄치즈버거","검은콩밥","잡곡밥","2016-07-01"
"837","2016-06-16","","꼬리곰탕1형","닭고기육개장","2016-07-01"
"838","2016-06-16","","호박부추전","마파두부","2016-07-01"
"839","2016-06-16","","총각김치","맛김","2016-07-01"
"840","2016-06-16","","","배추김치(5~6월)","2016-07-01"
"841","2016-06-17","밥1","새우볶음밥","잡곡밥","2016-07-01"
"842","2016-06-17","쇠고기감자국","배추된장국","버섯쇠고기찌개","2016-07-01"
"843","2016-06-17","돼지고기가지볶음","오징어튀김","두부김치","2016-07-01"
"844","2016-06-17","맛김","배추김치(5~6월)","고등어순살튀김","2016-07-01"
"845","2016-06-17","배추김치(5~6월)","","총각김치","2016-07-01"
"846","2016-06-18","밥1","흑미밥","밥","2016-07-01"
"847","2016-06-18","김치찌개","두부맑은국","호박된장찌개","2016-07-01"
"848","2016-06-18","맛김","닭갈비","햄슬라이스야채볶음","2016-07-01"
"849","2016-06-18","게맛살냉채","미나리콩나물무침","깻잎무침","2016-07-01"
"850","2016-06-18","총각김치","배추김치(5~6월)","배추김치(5~6월)","2016-07-01"
"851","2016-06-19","콩나물국밥","자장밥","쇠고기덮밥","2016-07-01"
"852","2016-06-19","오징어채간장볶음","짬뽕찌개","생선묵국","2016-07-01"
"853","2016-06-19","오이부추무침","단무지무침","무생채","2016-07-01"
"854","2016-06-19","총각김치","배추김치(5~6월)","배추김치(5~6월)","2016-07-01"
"855","2016-06-20","밥1","밥","잡곡밥","2016-07-01"
"856","2016-06-20","쇠고기미역국","햄소시지찌개","콩나물국","2016-07-01"
"857","2016-06-20","돼지고기김치볶음","파닭(파채닭튀김)","쇠고기불고기","2016-07-01"
"858","2016-06-20","맛김","오징어브로콜리숙회","상추쌈","2016-07-01"
"859","2016-06-20","총각김치","배추김치(5~6월)","배추김치(5~6월)","2016-07-01"
"860","2016-06-21","햄치즈버거","흑미밥","김치덮밥","2016-07-01"
"861","2016-06-21","","김치찌개","두부맑은국","2016-07-01"
"862","2016-06-21","","계란찜","방어순살튀김","2016-07-01"
"863","2016-06-21","","골뱅이오징어채무침","총각김치","2016-07-01"
"864","2016-06-21","","총각김치","","2016-07-01"
"865","2016-06-22","밥1","밥","잡곡밥","2016-07-01"
"866","2016-06-22","감자양파찌개","참치김치볶음","호박된장찌개","2016-07-01"
"867","2016-06-22","계란찜","돈가스","삼겹살구이","2016-07-01"
"868","2016-06-22","깻잎무침","케이준샐러드","상추쌈","2016-07-01"
"869","2016-06-22","배추김치(5~6월)","파김치","배추김치(5~6월)","2016-07-01"
"870","2016-06-23","핫도그빵","부추비빔밥","잡곡밥","2016-07-01"
"871","2016-06-23","","미역오이냉국","순두부찌개","2016-07-01"
"872","2016-06-23","","두부조림","제육볶음","2016-07-01"
"873","2016-06-23","","배추김치(5~6월)","버섯강정","2016-07-01"
"874","2016-06-23","","","배추김치(5~6월)","2016-07-01"
"875","2016-06-24","흑미밥","잡곡밥","돼지고기부추덮밥","2016-07-01"
"876","2016-06-24","감자양파찌개","닭고기육개장","오징어무국","2016-07-01"
"877","2016-06-24","느타리버섯볶음","비엔나소시지케찹볶음","야채샐러드","2016-07-01"
"878","2016-06-24","오이무침","조기튀김","배추김치(5~6월)","2016-07-01"
"879","2016-06-24","배추김치(5~6월)","배추김치(5~6월)","","2016-07-01"
"880","2016-06-25","밥1","밥","카레밥","2016-07-01"
"881","2016-06-25","쇠고기미역국","호박된장찌개","계란국","2016-07-01"
"882","2016-06-25","돼지고기김치볶음","오리불고기","꽈리고추멸치볶음","2016-07-01"
"883","2016-06-25","순두부양념장","양배추쌈","배추김치(5~6월)","2016-07-01"
"884","2016-06-25","총각김치","배추김치(5~6월)","","2016-07-01"
"885","2016-06-26","닭죽","밥","밥","2016-07-01"
"886","2016-06-26","오이양파장아찌","쇠고기무국","두부맑은국","2016-07-01"
"887","2016-06-26","배추김치(5~6월)","잡채","스크램블에그","2016-07-01"
"888","2016-06-26","","생선묵맛살조림","해물비빔소스","2016-07-01"
"889","2016-06-26","","배추김치(5~6월)","총각김치","2016-07-01"
"890","2016-06-27","밥1","밥","영양밥","2016-07-01"
"891","2016-06-27","꼬리곰탕1형","닭고기육개장","콩나물김치국","2016-07-01"
"892","2016-06-27","오이무침","오징어볶음","순두부양념장","2016-07-01"
"893","2016-06-27","배추김치(5~6월)","감자맛탕","총각김치","2016-07-01"
"894","2016-06-27","","배추김치(5~6월)","","2016-07-01"
"895","2016-06-28","밥1","잡곡밥","고추참치덮밥","2016-07-01"
"896","2016-06-28","쇠고기미역국","호박된장찌개","북어채국","2016-07-01"
"897","2016-06-28","햄슬라이스야채볶음","돼지불고기","계란후라이","2016-07-01"
"898","2016-06-28","맛김","모듬야채","배추김치(5~6월)","2016-07-01"
"899","2016-06-28","배추김치(5~6월)","배추김치(5~6월)","","2016-07-01"
"900","2016-06-29","밥1","흑미밥","잡곡밥","2016-07-01"
"901","2016-06-29","계란국","김치찌개","오징어채볶음","2016-07-01"
"902","2016-06-29","돼지고기김치볶음","잡채","생선가스","2016-07-01"
"903","2016-06-29","콩나물무침","명태순살조림","육고기비빔소스","2016-07-01"
"904","2016-06-29","총각김치","총각김치","배추김치(5~6월)","2016-07-01"
"905","2016-06-30","잡곡밥","닭고기부추밥","쇠고기볶음밥","2016-07-01"
"906","2016-06-30","두부맑은국","호박된장찌개","콩나물김치국","2016-07-01"
"907","2016-06-30","비엔나소시지야채볶음","새우튀김","맛김","2016-07-01"
"908","2016-06-30","가지무침","배추김치(5~6월)","총각김치","2016-07-01"
"909","2016-06-30","배추김치(5~6월)","","","2016-07-01"
"910","2016-07-01","밥","김치덮밥","밥","2016-08-01"
"911","2016-07-01","버섯쇠고기찌개","오징어무국","순두부찌개","2016-08-01"
"912","2016-07-01","계란찜","닭순살샐러드참깨드레싱","오리불고기","2016-08-01"
"913","2016-07-01","배추김치","총각김치","콩나물무침","2016-08-01"
"914","2016-07-01","","","배추김치","2016-08-01"
"915","2016-07-02","불고기버거","오징어덮밥","밥","2016-08-01"
"916","2016-07-02","","콩나물국","김치찌개","2016-08-01"
"917","2016-07-02","","감자샐러드","쇠고기파프리카볶음","2016-08-01"
"918","2016-07-02","","배추김치","오이무침","2016-08-01"
"919","2016-07-02","","","총각김치","2016-08-01"
"920","2016-07-03","쇠고기국밥","자장밥","밥","2016-08-01"
"921","2016-07-03","오징어채볶음","짬뽕찌개","배추된장국","2016-08-01"
"922","2016-07-03","배추김치","단무지무침","감자채볶음","2016-08-01"
"923","2016-07-03","","배추김치","닭고기간장조림","2016-08-01"
"924","2016-07-03","","","총각김치","2016-08-01"
"925","2016-07-04","밥","흑미밥","잡곡밥","2016-08-01"
"926","2016-07-04","북어채국","명태순살찌개","쇠고기감자국","2016-08-01"
"927","2016-07-04","햄슬라이스야채볶음","잡채","가지무침","2016-08-01"
"928","2016-07-04","배추김치","도라지오이무침","치킨샐러드","2016-08-01"
"929","2016-07-04","","총각김치","배추김치","2016-08-01"
"930","2016-07-05","밥","잡곡밥","비빔밥","2016-08-01"
"931","2016-07-05","쇠고기미역국","버섯된장찌개","콩나물국","2016-08-01"
"932","2016-07-05","돼지고기김치볶음","돼지불고기","계란후라이","2016-08-01"
"933","2016-07-05","총각김치","상추쌈","배추김치","2016-08-01"
"934","2016-07-05","","배추김치","","2016-08-01"
"935","2016-07-06","밥","검은콩밥","잡곡밥","2016-08-01"
"936","2016-07-06","쇠고기육개장","감자탕(김치)","순두부찌개","2016-08-01"
"937","2016-07-06","버섯호박볶음","갑오징어숙회","돼지고기부추볶음","2016-08-01"
"938","2016-07-06","오이무침","백김치","무생채","2016-08-01"
"939","2016-07-06","배추김치","","배추김치","2016-08-01"
"940","2016-07-07","불고기버거","흑미밥","쇠고기볶음밥","2016-08-01"
"941","2016-07-07","","닭고기육개장","콩나물김치국","2016-08-01"
"942","2016-07-07","","삼치순살조림","김자반","2016-08-01"
"943","2016-07-07","","깻잎무침","총각김치","2016-08-01"
"944","2016-07-07","","배추김치","","2016-08-01"
"945","2016-07-08","밥","검은콩밥","김치덮밥","2016-08-01"
"946","2016-07-08","북어채국","햄소시지찌개","감자양파찌개","2016-08-01"
"947","2016-07-08","느타리버섯볶음","오징어볶음","순두부양념장","2016-08-01"
"948","2016-07-08","게맛살냉채","도라지오이무침","총각김치","2016-08-01"
"949","2016-07-08","배추김치","배추김치","","2016-08-01"
"950","2016-07-09","닭죽","밥","밥","2016-08-01"
"951","2016-07-09","오이양파장아찌","호박된장찌개","버섯쇠고기찌개","2016-08-01"
"952","2016-07-09","배추김치","제육볶음","고등어순살조림","2016-08-01"
"953","2016-07-09","","양배추쌈","콩나물무침","2016-08-01"
"954","2016-07-09","","배추김치","총각김치","2016-08-01"
"955","2016-07-10","밥","카레밥","밥","2016-08-01"
"956","2016-07-10","두부맑은국","계란국","닭곰탕","2016-08-01"
"957","2016-07-10","비엔나소시지케찹볶음","감자샐러드","돼지고기콩나물볶음","2016-08-01"
"958","2016-07-10","배추김치","배추김치","무생채","2016-08-01"
"959","2016-07-10","","","배추김치","2016-08-01"
"960","2016-07-11","밥","흑미밥","잡곡밥","2016-08-01"
"961","2016-07-11","조개살미역국","배추된장국","콩나물국","2016-08-01"
"962","2016-07-11","돼지고기김치볶음","잡채","닭갈비","2016-08-01"
"963","2016-07-11","총각김치","오징어브로콜리숙회","오이무침","2016-08-01"
"964","2016-07-11","","배추김치","배추김치","2016-08-01"
"965","2016-07-12","핫도그빵","비빔밥","잡곡밥","2016-08-01"
"966","2016-07-12","","북어채국","쇠고기육개장","2016-08-01"
"967","2016-07-12","","계란후라이","마파두부","2016-08-01"
"968","2016-07-12","","배추김치","명태순살조림","2016-08-01"
"969","2016-07-12","","","배추김치","2016-08-01"
"970","2016-07-13","밥","쇠고기덮밥","잡곡밥","2016-08-01"
"971","2016-07-13","쇠고기무국","바지락살미역국","순두부찌개","2016-08-01"
"972","2016-07-13","꽈리고추멸치볶음","오징어야채무침","돼지고기수육","2016-08-01"
"973","2016-07-13","계란찜","배추김치","상추쌈","2016-08-01"
"974","2016-07-13","배추김치","","총각김치","2016-08-01"
"975","2016-07-14","햄치즈버거","부추비빔밥","자장밥","2016-08-01"
"976","2016-07-14","","미역오이냉국","짬뽕찌개","2016-08-01"
"977","2016-07-14","","닭순살샐러드참깨드레싱","브로콜리/초고추장","2016-08-01"
"978","2016-07-14","","배추김치","배추김치","2016-08-01"
"979","2016-07-15","잡곡밥","전복삼계탕","카레밥","2016-08-01"
"980","2016-07-15","콩나물김치국","오이무침","돈가스","2016-08-01"
"981","2016-07-15","새송이버섯야채볶음","배추김치","게맛살냉채","2016-08-01"
"982","2016-07-15","감자조림","","배추김치","2016-08-01"
"983","2016-07-15","총각김치","","","2016-08-01"
"984","2016-07-16","밥","새우볶음밥","밥","2016-08-01"
"985","2016-07-16","버섯쇠고기찌개","계란국","콩나물김치국","2016-08-01"
"986","2016-07-16","생선묵볶음","배추김치","쇠고기불고기","2016-08-01"
"987","2016-07-16","순두부양념장","","양배추쌈","2016-08-01"
"988","2016-07-16","배추김치","","총각김치","2016-08-01"
"989","2016-07-17","밥","물냉면","밥","2016-08-01"
"990","2016-07-17","닭고기육개장","제육볶음","햄소시지찌개","2016-08-01"
"991","2016-07-17","오징어채무침","감자샐러드","두부김치","2016-08-01"
"992","2016-07-17","배추김치","배추김치","콩나물무침","2016-08-01"
"993","2016-07-17","","","총각김치","2016-08-01"
"994","2016-07-18","밥","흑미밥","잡곡밥","2016-08-01"
"995","2016-07-18","쇠고기미역국","호박된장찌개","김치찌개","2016-08-01"
"996","2016-07-18","비엔나소시지야채볶음","탕수육","닭고기튀김양념","2016-08-01"
"997","2016-07-18","배추김치","명태순살조림","오이부추무침","2016-08-01"
"998","2016-07-18","","배추김치","총각김치","2016-08-01"
"999","2016-07-19","새우버거","잡곡밥","김치덮밥","2016-08-01"
"1000","2016-07-19","","두부맑은국","생선묵국","2016-08-01"
"1001","2016-07-19","","야채튀김","방어순살튀김","2016-08-01"
"1002","2016-07-19","","황태채무침","깍두기(임가공)","2016-08-01"
"1003","2016-07-19","","배추김치","","2016-08-01"
"1004","2016-07-20","밥","검은콩밥","잡곡밥","2016-08-01"
"1005","2016-07-20","쇠고기미역국","명태매운탕","버섯된장찌개","2016-08-01"
"1006","2016-07-20","계란찜","꽈리고추멸치볶음","삼겹살구이","2016-08-01"
"1007","2016-07-20","생선묵맛살조림","깐풍기","상추쌈","2016-08-01"
"1008","2016-07-20","배추김치","배추김치","배추김치","2016-08-01"
"1009","2016-07-21","햄치즈버거","영양밥","잡곡밥","2016-08-01"
"1010","2016-07-21","","생선묵국","두부맑은국","2016-08-01"
"1011","2016-07-21","","순살간장치킨","오징어볶음","2016-08-01"
"1012","2016-07-21","","배추김치","미트볼케찹조림","2016-08-01"
"1013","2016-07-21","","","배추김치","2016-08-01"
"1014","2016-07-22","잡곡밥","검은콩밥","토마토닭고기덮밥","2016-08-01"
"1015","2016-07-22","오징어무국","두부김치","김치찌개","2016-08-01"
"1016","2016-07-22","돼지고기가지볶음","돈가스","감자맛탕","2016-08-01"
"1017","2016-07-22","콩나물무침","황태찜","깍두기(임가공)","2016-08-01"
"1018","2016-07-22","배추김치","총각김치","","2016-08-01"
"1019","2016-07-23","콩나물국밥","고추참치덮밥","밥","2016-08-01"
"1020","2016-07-23","오징어실채볶음","호박된장찌개","닭곰탕","2016-08-01"
"1021","2016-07-23","감자조림","스크램블에그","돼지고기가지볶음","2016-08-01"
"1022","2016-07-23","배추김치","배추김치","두부조림","2016-08-01"
"1023","2016-07-23","","","깍두기(임가공)","2016-08-01"
"1024","2016-07-24","밥","자장밥","밥","2016-08-01"
"1025","2016-07-24","생선묵국","계란국","김치찌개","2016-08-01"
"1026","2016-07-24","햄슬라이스야채볶음","오이무침","쇠고기불고기","2016-08-01"
"1027","2016-07-24","배추김치","배추김치","콩나물매운무침","2016-08-01"
"1028","2016-07-24","","","깍두기(임가공)","2016-08-01"
"1029","2016-07-25","밥","흑미밥","잡곡밥","2016-08-01"
"1030","2016-07-25","쇠고기미역국","콩나물김치국","돼지고기가지볶음","2016-08-01"
"1031","2016-07-25","참치김치볶음","치킨너겟","생선가스","2016-08-01"
"1032","2016-07-25","스크램블에그","골뱅이오징어채무침","야채샐러드","2016-08-01"
"1033","2016-07-25","배추김치","깍두기(임가공)","배추김치","2016-08-01"
"1034","2016-07-26","새우버거","잡곡밥","잡곡밥","2016-08-01"
"1035","2016-07-26","","바지락살된장찌개","미역오이냉국","2016-08-01"
"1036","2016-07-26","","오삼불고기","닭고기튀김양념","2016-08-01"
"1037","2016-07-26","","모듬야채","콩나물매운무침","2016-08-01"
"1038","2016-07-26","","배추김치","깍두기(임가공)","2016-08-01"
"1039","2016-07-27","밥","전복삼계탕","잡곡밥","2016-08-01"
"1040","2016-07-27","생선묵국","모듬야채(쌈장)","순두부찌개","2016-08-01"
"1041","2016-07-27","소시지야채볶음","배추김치","고등어순살튀김","2016-08-01"
"1042","2016-07-27","감자조림","","깻잎무침","2016-08-01"
"1043","2016-07-27","배추김치","","깍두기(임가공)","2016-08-01"
"1044","2016-07-28","불고기버거","흑미밥","잡곡밥","2016-08-01"
"1045","2016-07-28","","호박된장찌개","닭고기육개장","2016-08-01"
"1046","2016-07-28","","돼지고기수육","마파두부","2016-08-01"
"1047","2016-07-28","","상추쌈","조기튀김","2016-08-01"
"1048","2016-07-28","","배추김치","배추김치","2016-08-01"
"1049","2016-07-29","밥","잡곡밥","흑미밥","2016-08-01"
"1050","2016-07-29","쇠고기미역국","김치찌개","꼬리곰탕1형","2016-08-01"
"1051","2016-07-29","비엔나소시지케찹볶음","파닭(파채닭튀김)","호박부추전","2016-08-01"
"1052","2016-07-29","배추김치","오이무침","배추김치","2016-08-01"
"1053","2016-07-29","","깍두기(임가공)","","2016-08-01"
"1054","2016-07-30","밥","돼지고기간장덮밥","밥","2016-08-01"
"1055","2016-07-30","쇠고기무국","버섯된장찌개","순두부찌개","2016-08-01"
"1056","2016-07-30","생선묵볶음","무생채","잡채","2016-08-01"
"1057","2016-07-30","계란찜","배추김치","고등어순살조림","2016-08-01"
"1058","2016-07-30","배추김치","","깍두기(임가공)","2016-08-01"
"1059","2016-07-31","콩나물국밥","햄야채볶음밥","비빔밥","2016-08-01"
"1060","2016-07-31","돼지고기김치볶음","두부맑은국","호박된장찌개","2016-08-01"
"1061","2016-07-31","오징어채무침","감자조림","계란후라이","2016-08-01"
"1062","2016-07-31","깍두기(임가공)","배추김치","배추김치","2016-08-01"
"1063","2016-08-01","밥","밥","잡곡밥","2016-09-01"
"1064","2016-08-01","쇠고기미역국","콩나물김치국","순두부찌개","2016-09-01"
"1065","2016-08-01","비엔나소시지케찹볶음","깐풍기","돼지고기가지볶음","2016-09-01"
"1066","2016-08-01","맛김","갑오징어숙회","고등어순살튀김","2016-09-01"
"1067","2016-08-01","배추김치(7~9월)","배추김치(7~9월)","깍두기(완제품)","2016-09-01"
"1068","2016-08-02","새우버거","흑미밥","열무비빔밥","2016-09-01"
"1069","2016-08-02","","배추된장국","생선묵국","2016-09-01"
"1070","2016-08-02","","쇠고기파프리카볶음","계란후라이","2016-09-01"
"1071","2016-08-02","","깻잎무침","깍두기(완제품)","2016-09-01"
"1072","2016-08-02","","배추김치(7~9월)","","2016-09-01"
"1073","2016-08-03","밥","오징어덮밥","잡곡밥","2016-09-01"
"1074","2016-08-03","감자양파찌개","미역오이냉국","김치찌개","2016-09-01"
"1075","2016-08-03","꽈리고추멸치볶음","미트볼케찹조림","닭고기튀김양념","2016-09-01"
"1076","2016-08-03","순두부양념장","열무김치","콩나물무침","2016-09-01"
"1077","2016-08-03","배추김치(7~9월)","","깍두기(완제품)","2016-09-01"
"1078","2016-08-04","쇠고기국밥","흑미밥","밥","2016-09-01"
"1079","2016-08-04","생선묵볶음","감자탕(김치)","버섯된장찌개","2016-09-01"
"1080","2016-08-04","오이무침","오징어야채무침","제육볶음","2016-09-01"
"1081","2016-08-04","배추김치(7~9월)","깍두기(완제품)","조기튀김","2016-09-01"
"1082","2016-08-04","","","배추김치(7~9월)","2016-09-01"
"1083","2016-08-05","밥","잡곡밥","흑미밥","2016-09-01"
"1084","2016-08-05","북어채국","조개살미역국","감자양파찌개","2016-09-01"
"1085","2016-08-05","돼지고기김치볶음","두부조림","돼지고기부추볶음","2016-09-01"
"1086","2016-08-05","맛김","닭순살샐러드참깨드레싱","콩나물매운무침","2016-09-01"
"1087","2016-08-05","깍두기(완제품)","배추김치(7~9월)","배추김치(7~9월)","2016-09-01"
"1088","2016-08-06","핫도그빵","쇠고기덮밥","밥","2016-09-01"
"1089","2016-08-06","","두부맑은국","닭곰탕","2016-09-01"
"1090","2016-08-06","","오이무침","잡채","2016-09-01"
"1091","2016-08-06","","배추김치(7~9월)","명태순살조림","2016-09-01"
"1092","2016-08-06","","","열무김치","2016-09-01"
"1093","2016-08-07","만두국","자장밥","햄야채볶음밥","2016-09-01"
"1094","2016-08-07","오징어채무침","짬뽕찌개","생선묵국","2016-09-01"
"1095","2016-08-07","배추김치(7~9월)","단무지무침","맛김","2016-09-01"
"1096","2016-08-07","","배추김치(7~9월)","깍두기(완제품)","2016-09-01"
"1097","2016-08-08","밥","밥","잡곡밥","2016-09-01"
"1098","2016-08-08","쇠고기무국","오징어무국","순두부찌개","2016-09-01"
"1099","2016-08-08","버섯호박볶음","비엔나소시지케찹볶음","탕수육","2016-09-01"
"1100","2016-08-08","콩나물매운무침","계란찜","도라지오이무침","2016-09-01"
"1101","2016-08-08","배추김치(7~9월)","깍두기(완제품)","배추김치(7~9월)","2016-09-01"
"1102","2016-08-09","햄치즈버거","영양밥","비빔밥","2016-09-01"
"1103","2016-08-09","","버섯된장찌개","두부맑은국","2016-09-01"
"1104","2016-08-09","","순살간장치킨","계란후라이","2016-09-01"
"1105","2016-08-09","","열무김치","배추김치(7~9월)","2016-09-01"
"1106","2016-08-10","콩나물국밥","잡곡밥","카레밥","2016-09-01"
"1107","2016-08-10","느타리버섯볶음","햄소시지찌개","돈가스","2016-09-01"
"1108","2016-08-10","감자조림","쭈꾸미볶음","야채샐러드","2016-09-01"
"1109","2016-08-10","배추김치(7~9월)","깻잎무침","배추김치(7~9월)","2016-09-01"
"1110","2016-08-10","","깍두기(완제품)","","2016-09-01"
"1111","2016-08-11","불고기버거","검은콩밥","잡곡밥","2016-09-01"
"1112","2016-08-11","","쇠고기육개장","순두부찌개","2016-09-01"
"1113","2016-08-11","","마파두부","닭고기튀김양념","2016-09-01"
"1114","2016-08-11","","삼치순살조림","김자반","2016-09-01"
"1115","2016-08-11","","배추김치(7~9월)","열무김치","2016-09-01"
"1116","2016-08-12","밥","검은콩밥","잡곡밥","2016-09-01"
"1117","2016-08-12","콩나물김치국","바지락살미역국","호박된장찌개","2016-09-01"
"1118","2016-08-12","소시지야채볶음","두부김치","오리불고기","2016-09-01"
"1119","2016-08-12","맛김","팝콘형치킨너겟","무생채","2016-09-01"
"1120","2016-08-12","깍두기(완제품)","깍두기(완제품)","배추김치(7~9월)","2016-09-01"
"1121","2016-08-13","닭죽","돼지고기간장덮밥","밥","2016-09-01"
"1122","2016-08-13","오이양파장아찌","계란국","버섯쇠고기찌개","2016-09-01"
"1123","2016-08-13","배추김치(7~9월)","콩나물매운무침","잡채","2016-09-01"
"1124","2016-08-13","","깍두기(완제품)","고등어순살조림","2016-09-01"
"1125","2016-08-13","","","배추김치(7~9월)","2016-09-01"
"1126","2016-08-14","밥","김치덮밥","고추참치덮밥","2016-09-01"
"1127","2016-08-14","생선묵국","콩나물국","호박된장찌개","2016-09-01"
"1128","2016-08-14","햄슬라이스야채볶음","계란찜","감자샐러드","2016-09-01"
"1129","2016-08-14","맛김","깍두기(완제품)","백김치","2016-09-01"
"1130","2016-08-14","배추김치(7~9월)","","","2016-09-01"
"1131","2016-08-15","밥","밥","잡곡밥","2016-09-01"
"1132","2016-08-15","쇠고기미역국","순두부해물찌개","닭고기육개장","2016-09-01"
"1133","2016-08-15","새송이버섯야채볶음","명태순살조림","오징어볶음","2016-09-01"
"1134","2016-08-15","맛김","치킨샐러드","게맛살냉채","2016-09-01"
"1135","2016-08-15","배추김치(7~9월)","배추김치(7~9월)","배추김치(7~9월)","2016-09-01"
"1136","2016-08-16","밥","전복삼계탕","흑미밥","2016-09-01"
"1137","2016-08-16","북어채국","모듬야채(쌈장)","명태매운탕","2016-09-01"
"1138","2016-08-16","비엔나소시지야채볶음","깍두기(완제품)","돼지고기콩나물볶음","2016-09-01"
"1139","2016-08-16","맛김","","순두부양념장","2016-09-01"
"1140","2016-08-16","배추김치(7~9월)","","배추김치(7~9월)","2016-09-01"
"1141","2016-08-17","밥","검은콩밥","잡곡밥","2016-09-01"
"1142","2016-08-17","김치찌개","배추된장국","닭고기육개장","2016-09-01"
"1143","2016-08-17","맛김","돼지고기수육","방어순살튀김","2016-09-01"
"1144","2016-08-17","스크램블에그","무생채","브로콜리/초고추장","2016-09-01"
"1145","2016-08-17","깍두기(완제품)","배추김치(7~9월)","배추김치(7~9월)","2016-09-01"
"1146","2016-08-18","새우버거","흑미밥","잡곡밥","2016-09-01"
"1147","2016-08-18","","꼬리곰탕1형","계란국","2016-09-01"
"1148","2016-08-18","","호박부추전","두부김치","2016-09-01"
"1149","2016-08-18","","배추김치(7~9월)","해물비빔소스","2016-09-01"
"1150","2016-08-18","","","깍두기(완제품)","2016-09-01"
"1151","2016-08-19","밥","검은콩밥","잡곡밥","2016-09-01"
"1152","2016-08-19","쇠고기감자국","생선가스","호박된장찌개","2016-09-01"
"1153","2016-08-19","오징어실채볶음","도라지오이무침","돼지불고기","2016-09-01"
"1154","2016-08-19","맛김","닭순살샐러드참깨드레싱","양배추쌈","2016-09-01"
"1155","2016-08-19","배추김치(7~9월)","깍두기(완제품)","배추김치(7~9월)","2016-09-01"
"1156","2016-08-20","밥","비빔냉면","밥","2016-09-01"
"1157","2016-08-20","두부맑은국","군만두","김치찌개","2016-09-01"
"1158","2016-08-20","돼지고기김치볶음","열무김치","오리불고기","2016-09-01"
"1159","2016-08-20","맛김","","게맛살냉채","2016-09-01"
"1160","2016-08-20","배추김치(7~9월)","","배추김치(7~9월)","2016-09-01"
"1161","2016-08-21","콩나물국밥","자장밥","밥","2016-09-01"
"1162","2016-08-21","생선묵볶음","짬뽕찌개","오징어무국","2016-09-01"
"1163","2016-08-21","감자조림","오이무침","닭고기간장조림","2016-09-01"
"1164","2016-08-21","열무김치","배추김치(7~9월)","무생채","2016-09-01"
"1165","2016-08-21","","","배추김치(7~9월)","2016-09-01"
"1166","2016-08-22","밥","토마토닭고기덮밥","부추비빔밥","2016-09-01"
"1167","2016-08-22","쇠고기미역국","바지락살된장찌개","순두부찌개","2016-09-01"
"1168","2016-08-22","참치김치볶음","감자맛탕","제육볶음","2016-09-01"
"1169","2016-08-22","맛김","배추김치(7~9월)","배추김치(7~9월)","2016-09-01"
"1170","2016-08-22","열무김치","","","2016-09-01"
